nome,sobrenome,email,cpf_cnpj,profissao,aniversario
Dorothy,LaRue,Dorothy.LaRue@edesoft.com,36.723.448/0001-80,estagiario,13/04/1916
Karlee,Kosey,Karlee.Kosey@edesoft.com,95.374.148/0001-00,dba,12/07/1968
Helena,Love,Helena.Love@edesoft.com,88.950.709/0001-07,devops,27/01/1923
Marjie,Thad,Marjie.Thad@edesoft.com,39.270.126/0001-11,estagiario,03/08/1910
Anica,Emanuel,Anica.Emanuel@edesoft.com,22.618.282/0001-28,dba,23/04/1915
Ulrike,Concha,Ulrike.Concha@edesoft.com,05.155.491/0001-63,diretor,19/11/1923
Merle,Sadowski,Merle.Sadowski@edesoft.com,264.004.466-48,gerente,02/07/1948
Miquela,Liva,Miquela.Liva@edesoft.com,16.267.153/0001-30,gerente,27/04/1983
Flory,Hourigan,Flory.Hourigan@edesoft.com,368.618.667-50,diretor,26/09/1952
Wilma,Wallis,Wilma.Wallis@edesoft.com,87.057.855/0001-37,estagiario,11/04/1974
Talya,Myrilla,Talya.Myrilla@edesoft.com,275.710.301-61,diretor,30/11/1946
Kary,Merriott,Kary.Merriott@edesoft.com,21.257.952/0001-65,devops,16/12/1930
Jenilee,Skell,Jenilee.Skell@edesoft.com,960.308.109-44,dba,30/09/1930
Flory,Baudin,Flory.Baudin@edesoft.com,296.717.832-28,devops,15/12/1919
Lauryn,Rozanna,Lauryn.Rozanna@edesoft.com,138.224.839-31,desenvolvedor python,23/06/1986
Ruthe,Dom,Ruthe.Dom@edesoft.com,44.025.059/0001-00,gerente,27/12/1994
Dawn,Willie,Dawn.Willie@edesoft.com,339.353.713-06,diretor,06/05/1900
Rebeca,Clara,Rebeca.Clara@edesoft.com,93.273.409/0001-62,devops,30/10/1958
Ketti,Laurianne,Ketti.Laurianne@edesoft.com,48.472.419/0001-72,diretor,15/03/1955
Meg,Kalinda,Meg.Kalinda@edesoft.com,93.435.457/0001-00,dba,11/05/1951
Donnie,Briney,Donnie.Briney@edesoft.com,251.696.301-74,diretor,11/11/1949
Dorothy,Christal,Dorothy.Christal@edesoft.com,186.789.070-45,eng. software,04/12/1933
Bertine,Vharat,Bertine.Vharat@edesoft.com,72.259.224/0001-23,estagiario,12/09/1967
Wileen,Noam,Wileen.Noam@edesoft.com,193.735.109-24,estagiario,02/05/1922
Althea,Adamsen,Althea.Adamsen@edesoft.com,408.182.755-96,desenvolvedor python,04/02/1955
Robbi,Tengdin,Robbi.Tengdin@edesoft.com,470.586.069-19,estagiario,12/01/1925
Rani,Brittani,Rani.Brittani@edesoft.com,669.640.862-26,desenvolvedor python,03/08/1941
Addia,Kelula,Addia.Kelula@edesoft.com,440.328.840-56,estagiario,20/06/1986
Gerianna,Skurnik,Gerianna.Skurnik@edesoft.com,68.653.250/0001-64,eng. software,30/10/1942
Suzette,Nickola,Suzette.Nickola@edesoft.com,382.747.627-54,estagiario,29/03/2003
Sashenka,Even,Sashenka.Even@edesoft.com,791.184.423-23,estagiario,14/09/2000
Flo,Darrell,Flo.Darrell@edesoft.com,96.711.165/0001-40,estagiario,20/08/1918
Claudina,Roscoe,Claudina.Roscoe@edesoft.com,33.482.188/0001-00,diretor,05/07/1946
Desirae,Rooney,Desirae.Rooney@edesoft.com,874.138.374-55,devops,29/11/1952
Ivett,Martguerita,Ivett.Martguerita@edesoft.com,51.463.516/0001-03,devops,23/11/1993
Jorry,Gaulin,Jorry.Gaulin@edesoft.com,441.136.471-94,estagiario,10/10/1954
Bernardine,Pitt,Bernardine.Pitt@edesoft.com,93.122.687/0001-19,eng. software,15/12/1973
Carolina,Lia,Carolina.Lia@edesoft.com,669.955.341-07,eng. software,15/05/1986
Sibella,Wallis,Sibella.Wallis@edesoft.com,82.609.680/0001-00,devops,10/07/1963
Arlina,Berl,Arlina.Berl@edesoft.com,882.157.622-12,estagiario,05/03/1969
Claresta,Chabot,Claresta.Chabot@edesoft.com,15.024.386/0001-49,dba,04/06/1931
Ricky,Kronfeld,Ricky.Kronfeld@edesoft.com,119.183.593-69,desenvolvedor python,26/03/1915
Amalie,Seessel,Amalie.Seessel@edesoft.com,983.701.807-01,eng. software,18/01/1971
Cyndie,Sabella,Cyndie.Sabella@edesoft.com,163.154.855-70,dba,07/02/1902
Gilda,Chauncey,Gilda.Chauncey@edesoft.com,814.750.531-00,gerente,24/10/1913
Moyna,Gavrila,Moyna.Gavrila@edesoft.com,65.283.897/0001-53,desenvolvedor python,15/09/1945
Shandie,Judye,Shandie.Judye@edesoft.com,49.005.975/0001-00,gerente,01/08/1935
Frances,Yate,Frances.Yate@edesoft.com,86.899.993/0001-09,eng. software,01/06/1950
Adore,Jena,Adore.Jena@edesoft.com,84.352.313/0001-07,diretor,04/09/1958
Arlina,Richers,Arlina.Richers@edesoft.com,31.765.968/0001-32,devops,27/06/1989
Alyssa,Zenas,Alyssa.Zenas@edesoft.com,952.095.105-90,diretor,03/08/1975
Sam,Riva,Sam.Riva@edesoft.com,435.377.414-05,devops,27/06/1920
Evita,Papageno,Evita.Papageno@edesoft.com,335.149.611-74,diretor,15/08/1991
Raf,Tice,Raf.Tice@edesoft.com,62.279.265/0001-28,desenvolvedor python,02/05/1993
Amii,Darrell,Amii.Darrell@edesoft.com,086.029.603-28,eng. software,17/09/1953
Sandie,Georgy,Sandie.Georgy@edesoft.com,28.180.363/0001-75,dba,28/02/1969
Brooks,Himelman,Brooks.Himelman@edesoft.com,34.211.828/0001-00,devops,02/02/1928
Kenna,Reinke,Kenna.Reinke@edesoft.com,464.689.086-04,devops,24/12/1988
Tabbatha,Hollingsworth,Tabbatha.Hollingsworth@edesoft.com,74.599.655/0001-64,gerente,13/04/1966
Madelle,Terrence,Madelle.Terrence@edesoft.com,01.163.030/0001-81,eng. software,06/05/1924
Sam,Eldrid,Sam.Eldrid@edesoft.com,496.286.904-34,estagiario,07/10/1931
Edith,Lane,Edith.Lane@edesoft.com,812.470.290-00,dba,28/06/1907
Marcy,Elbertina,Marcy.Elbertina@edesoft.com,714.184.595-00,gerente,04/11/1900
Emylee,Emmy,Emylee.Emmy@edesoft.com,500.837.843-06,dba,24/02/1943
Carmela,Prouty,Carmela.Prouty@edesoft.com,423.636.865-00,diretor,12/09/1985
Jan,Deny,Jan.Deny@edesoft.com,80.725.732/0001-88,dba,23/12/1983
Corene,Jess,Corene.Jess@edesoft.com,03.511.925/0001-95,eng. software,16/03/1927
Basia,Sherfield,Basia.Sherfield@edesoft.com,26.453.311/0001-08,dba,19/05/1944
Claudina,Shirberg,Claudina.Shirberg@edesoft.com,404.939.714-59,diretor,02/01/1986
Meghann,Stover,Meghann.Stover@edesoft.com,802.107.042-09,desenvolvedor python,19/04/1999
Claudina,Sharl,Claudina.Sharl@edesoft.com,54.942.025/0001-33,diretor,10/02/1934
Layla,Bennie,Layla.Bennie@edesoft.com,283.320.722-04,desenvolvedor python,22/08/1938
Louella,Latini,Louella.Latini@edesoft.com,66.663.325/0001-62,eng. software,17/11/1910
Olwen,Germann,Olwen.Germann@edesoft.com,57.578.849/0001-64,estagiario,02/09/1942
Talya,Zaslow,Talya.Zaslow@edesoft.com,786.633.514-10,estagiario,27/05/1949
Tersina,Syd,Tersina.Syd@edesoft.com,282.335.705-08,diretor,20/07/1998
Clo,Thomasina,Clo.Thomasina@edesoft.com,932.441.402-03,desenvolvedor python,20/12/1944
Constance,Stav,Constance.Stav@edesoft.com,01.613.957/0001-76,desenvolvedor python,10/04/1926
Mady,Ade,Mady.Ade@edesoft.com,67.815.079/0001-80,gerente,01/06/1975
Sean,Isidore,Sean.Isidore@edesoft.com,82.645.000/0001-03,dba,11/07/1929
Ekaterina,Zrike,Ekaterina.Zrike@edesoft.com,12.512.225/0001-06,estagiario,03/02/1921
Carree,Eckblad,Carree.Eckblad@edesoft.com,915.191.396-83,estagiario,30/12/1979
Katleen,Earlie,Katleen.Earlie@edesoft.com,792.793.565-85,estagiario,28/07/1908
Sabina,Paton,Sabina.Paton@edesoft.com,311.063.120-23,estagiario,08/02/1923
Lilith,Vilma,Lilith.Vilma@edesoft.com,143.821.599-11,desenvolvedor python,27/07/1948
Jean,Anestassia,Jean.Anestassia@edesoft.com,67.056.696/0001-49,eng. software,20/07/1963
Joelly,Lynn,Joelly.Lynn@edesoft.com,037.772.929-90,dba,08/12/1962
Lanae,Woodberry,Lanae.Woodberry@edesoft.com,52.455.014/0001-01,devops,11/09/1920
Leeanne,Ciro,Leeanne.Ciro@edesoft.com,81.055.981/0001-76,dba,13/12/1943
Starla,Wittie,Starla.Wittie@edesoft.com,713.560.499-74,gerente,01/03/1933
Olivette,Dorine,Olivette.Dorine@edesoft.com,437.222.798-10,devops,06/08/1952
Adriana,Bonucci,Adriana.Bonucci@edesoft.com,32.118.709/0001-82,eng. software,06/12/1908
Angela,Leonard,Angela.Leonard@edesoft.com,54.375.753/0001-00,estagiario,10/01/1920
Queenie,Saint,Queenie.Saint@edesoft.com,551.312.154-98,gerente,11/11/1931
Correy,Bahr,Correy.Bahr@edesoft.com,28.671.363/0001-78,eng. software,28/12/1914
Lynea,Richers,Lynea.Richers@edesoft.com,28.016.984/0001-18,gerente,16/12/1970
Perry,Tound,Perry.Tound@edesoft.com,972.090.373-22,diretor,01/04/1986
Trixi,Edvard,Trixi.Edvard@edesoft.com,73.824.719/0001-10,eng. software,05/11/1929
Marcelline,Garlinda,Marcelline.Garlinda@edesoft.com,87.195.490/0001-07,dba,09/04/1967
Arlena,Docilla,Arlena.Docilla@edesoft.com,22.092.109/0001-39,desenvolvedor python,24/10/1901
Aeriela,Byrne,Aeriela.Byrne@edesoft.com,603.955.174-78,estagiario,13/03/1906
Laure,Magdalen,Laure.Magdalen@edesoft.com,909.339.928-40,desenvolvedor python,11/12/1926
Cordi,Marisa,Cordi.Marisa@edesoft.com,070.485.914-98,gerente,20/02/1966
Darci,Ariella,Darci.Ariella@edesoft.com,07.150.797/0001-52,gerente,17/11/1961
Jaime,Neils,Jaime.Neils@edesoft.com,110.654.900-70,diretor,03/10/1901
Riannon,Modie,Riannon.Modie@edesoft.com,634.511.865-60,desenvolvedor python,16/04/1982
Gilda,Jacinda,Gilda.Jacinda@edesoft.com,696.374.464-51,gerente,14/07/1998
Janenna,Dorcy,Janenna.Dorcy@edesoft.com,03.852.494/0001-20,estagiario,23/06/1941
Jasmina,Shirberg,Jasmina.Shirberg@edesoft.com,16.680.113/0001-15,eng. software,10/05/1970
Lesly,Delila,Lesly.Delila@edesoft.com,572.953.613-59,devops,12/08/1909
Kalina,Corabella,Kalina.Corabella@edesoft.com,96.310.094/0001-74,estagiario,12/08/1992
Merci,Nedrud,Merci.Nedrud@edesoft.com,87.386.233/0001-52,gerente,08/01/1920
Winny,Roche,Winny.Roche@edesoft.com,321.727.254-47,devops,29/05/1940
Marika,Laverne,Marika.Laverne@edesoft.com,19.042.880/0001-97,devops,07/06/1987
Lonnie,Rolf,Lonnie.Rolf@edesoft.com,425.575.953-73,devops,31/03/1959
Rivalee,Liebermann,Rivalee.Liebermann@edesoft.com,41.784.099/0001-47,diretor,04/03/1906
Ardys,Elvyn,Ardys.Elvyn@edesoft.com,019.964.716-00,desenvolvedor python,01/10/1947
Vevay,Dorothy,Vevay.Dorothy@edesoft.com,94.165.691/0001-27,diretor,25/08/1909
Olwen,Egbert,Olwen.Egbert@edesoft.com,33.046.323/0001-75,dba,01/08/1944
Oona,Laverne,Oona.Laverne@edesoft.com,49.359.409/0001-98,desenvolvedor python,06/08/1956
Daphne,Carlson,Daphne.Carlson@edesoft.com,882.604.243-80,diretor,10/09/1954
Myrtice,Cloris,Myrtice.Cloris@edesoft.com,52.964.193/0001-02,desenvolvedor python,08/05/1962
Ira,Fadiman,Ira.Fadiman@edesoft.com,340.937.235-08,gerente,07/11/1970
Aeriela,Parsaye,Aeriela.Parsaye@edesoft.com,82.285.979/0001-56,dba,10/04/1979
Robinia,Lattie,Robinia.Lattie@edesoft.com,379.572.192-09,desenvolvedor python,02/03/1981
Dotty,Cottle,Dotty.Cottle@edesoft.com,859.638.903-22,gerente,19/09/1984
Ernesta,Hutchison,Ernesta.Hutchison@edesoft.com,675.325.826-47,diretor,28/11/1931
Clarice,Levey,Clarice.Levey@edesoft.com,410.620.064-37,eng. software,26/05/1927
Chere,Darian,Chere.Darian@edesoft.com,475.791.671-07,devops,05/09/1959
Gilligan,Thema,Gilligan.Thema@edesoft.com,251.185.286-15,estagiario,04/12/1960
